file,screen,state,width,height,font,bytes
activityComposer/empty-360x640-font1.0.png,activityComposer,empty,360,640,1.0,26408
activityComposer/empty-360x640-font1.6.png,activityComposer,empty,360,640,1.6,31430
activityComposer/empty-360x640-font2.0.png,activityComposer,empty,360,640,2.0,30521
activityComposer/cardio-360x640-font1.0.png,activityComposer,cardio,360,640,1.0,28047
activityComposer/cardio-360x640-font1.6.png,activityComposer,cardio,360,640,1.6,31169
activityComposer/cardio-360x640-font2.0.png,activityComposer,cardio,360,640,2.0,29028
routineEditor/empty-600x960-font1.0.png,routineEditor,empty,600,960,1.0,30320
routineEditor/empty-600x960-font1.6.png,routineEditor,empty,600,960,1.6,45075
routineEditor/empty-600x960-font2.0.png,routineEditor,empty,600,960,2.0,56247
routineEditor/populated-600x960-font1.0.png,routineEditor,populated,600,960,1.0,35243
routineEditor/populated-600x960-font1.6.png,routineEditor,populated,600,960,1.6,50368
routineEditor/populated-600x960-font2.0.png,routineEditor,populated,600,960,2.0,59897
home/empty-600x960-font1.0.png,home,empty,600,960,1.0,25941
home/empty-600x960-font1.6.png,home,empty,600,960,1.6,36368
home/empty-600x960-font2.0.png,home,empty,600,960,2.0,43476
home/populated-600x960-font1.0.png,home,populated,600,960,1.0,33187
home/populated-600x960-font1.6.png,home,populated,600,960,1.6,47137
home/populated-600x960-font2.0.png,home,populated,600,960,2.0,55416
history/empty-600x960-font1.0.png,history,empty,600,960,1.0,38473
history/empty-600x960-font1.6.png,history,empty,600,960,1.6,53522
history/empty-600x960-font2.0.png,history,empty,600,960,2.0,67381
history/populated-600x960-font1.0.png,history,populated,600,960,1.0,54648
history/populated-600x960-font1.6.png,history,populated,600,960,1.6,71214
history/populated-600x960-font2.0.png,history,populated,600,960,2.0,75193
history/error-600x960-font1.0.png,history,error,600,960,1.0,8942
history/error-600x960-font1.6.png,history,error,600,960,1.6,10484
history/error-600x960-font2.0.png,history,error,600,960,2.0,11563
settings/home-600x960-font1.0.png,settings,home,600,960,1.0,58955
settings/home-600x960-font1.6.png,settings,home,600,960,1.6,77006
settings/home-600x960-font2.0.png,settings,home,600,960,2.0,80640
settings/backup-600x960-font1.0.png,settings,backup,600,960,1.0,44243
settings/backup-600x960-font1.6.png,settings,backup,600,960,1.6,70699
settings/backup-600x960-font2.0.png,settings,backup,600,960,2.0,90361
settings/account-600x960-font1.0.png,settings,account,600,960,1.0,31302
settings/account-600x960-font1.6.png,settings,account,600,960,1.6,44883
settings/account-600x960-font2.0.png,settings,account,600,960,2.0,46990
settings/reminders-600x960-font1.0.png,settings,reminders,600,960,1.0,51554
settings/reminders-600x960-font1.6.png,settings,reminders,600,960,1.6,67529
settings/reminders-600x960-font2.0.png,settings,reminders,600,960,2.0,68411
intro/empty-412x915-font1.0.png,intro,empty,412,915,1.0,155329
intro/empty-412x915-font1.6.png,intro,empty,412,915,1.6,161272
intro/empty-412x915-font2.0.png,intro,empty,412,915,2.0,165632
activityDetail/empty-600x960-font1.0.png,activityDetail,empty,600,960,1.0,14951
activityDetail/empty-600x960-font1.6.png,activityDetail,empty,600,960,1.6,18009
activityDetail/empty-600x960-font2.0.png,activityDetail,empty,600,960,2.0,19571
activityDetail/populated-600x960-font1.0.png,activityDetail,populated,600,960,1.0,21163
activityDetail/populated-600x960-font1.6.png,activityDetail,populated,600,960,1.6,31043
activityDetail/populated-600x960-font2.0.png,activityDetail,populated,600,960,2.0,34699
activityDetail/error-600x960-font1.0.png,activityDetail,error,600,960,1.0,18436
activityDetail/error-600x960-font1.6.png,activityDetail,error,600,960,1.6,25987
activityDetail/error-600x960-font2.0.png,activityDetail,error,600,960,2.0,30076
onboarding/empty-412x915-font1.0.png,onboarding,empty,412,915,1.0,29363
onboarding/empty-412x915-font1.6.png,onboarding,empty,412,915,1.6,43395
onboarding/empty-412x915-font2.0.png,onboarding,empty,412,915,2.0,50830
workoutSummary/empty-800x360-font1.0.png,workoutSummary,empty,800,360,1.0,13658
workoutSummary/empty-800x360-font1.6.png,workoutSummary,empty,800,360,1.6,20447
workoutSummary/empty-800x360-font2.0.png,workoutSummary,empty,800,360,2.0,23247
workoutSummary/populated-800x360-font1.0.png,workoutSummary,populated,800,360,1.0,17582
workoutSummary/populated-800x360-font1.6.png,workoutSummary,populated,800,360,1.6,22162
workoutSummary/populated-800x360-font2.0.png,workoutSummary,populated,800,360,2.0,24623
workoutSummary/empty-360x640-font1.0.png,workoutSummary,empty,360,640,1.0,14071
workoutSummary/empty-360x640-font1.6.png,workoutSummary,empty,360,640,1.6,22676
workoutSummary/empty-360x640-font2.0.png,workoutSummary,empty,360,640,2.0,26134
workoutSummary/populated-360x640-font1.0.png,workoutSummary,populated,360,640,1.0,28203
workoutSummary/populated-360x640-font1.6.png,workoutSummary,populated,360,640,1.6,31620
workoutSummary/populated-360x640-font2.0.png,workoutSummary,populated,360,640,2.0,35317
activityComposer/empty-412x915-font1.0.png,activityComposer,empty,412,915,1.0,30086
activityComposer/empty-412x915-font1.6.png,activityComposer,empty,412,915,1.6,45441
activityComposer/empty-412x915-font2.0.png,activityComposer,empty,412,915,2.0,48415
activityComposer/cardio-412x915-font1.0.png,activityComposer,cardio,412,915,1.0,35625
activityComposer/cardio-412x915-font1.6.png,activityComposer,cardio,412,915,1.6,53680
activityComposer/cardio-412x915-font2.0.png,activityComposer,cardio,412,915,2.0,51685
sessionDetail/empty-800x360-font1.0.png,sessionDetail,empty,800,360,1.0,13861
sessionDetail/empty-800x360-font1.6.png,sessionDetail,empty,800,360,1.6,17814
sessionDetail/empty-800x360-font2.0.png,sessionDetail,empty,800,360,2.0,20109
sessionDetail/populated-800x360-font1.0.png,sessionDetail,populated,800,360,1.0,17376
sessionDetail/populated-800x360-font1.6.png,sessionDetail,populated,800,360,1.6,22602
sessionDetail/populated-800x360-font2.0.png,sessionDetail,populated,800,360,2.0,25859
sessionDetail/error-800x360-font1.0.png,sessionDetail,error,800,360,1.0,16662
sessionDetail/error-800x360-font1.6.png,sessionDetail,error,800,360,1.6,21765
sessionDetail/error-800x360-font2.0.png,sessionDetail,error,800,360,2.0,26207
sessionDetail/empty-360x640-font1.0.png,sessionDetail,empty,360,640,1.0,14116
sessionDetail/empty-360x640-font1.6.png,sessionDetail,empty,360,640,1.6,19057
sessionDetail/empty-360x640-font2.0.png,sessionDetail,empty,360,640,2.0,21609
sessionDetail/populated-360x640-font1.0.png,sessionDetail,populated,360,640,1.0,34617
sessionDetail/populated-360x640-font1.6.png,sessionDetail,populated,360,640,1.6,46079
sessionDetail/populated-360x640-font2.0.png,sessionDetail,populated,360,640,2.0,47826
sessionDetail/error-360x640-font1.0.png,sessionDetail,error,360,640,1.0,17037
sessionDetail/error-360x640-font1.6.png,sessionDetail,error,360,640,1.6,26087
sessionDetail/error-360x640-font2.0.png,sessionDetail,error,360,640,2.0,32683
liveCardio/empty-800x360-font1.0.png,liveCardio,empty,800,360,1.0,12132
liveCardio/empty-800x360-font1.6.png,liveCardio,empty,800,360,1.6,15597
liveCardio/empty-800x360-font2.0.png,liveCardio,empty,800,360,2.0,17494
liveCardio/populated-800x360-font1.0.png,liveCardio,populated,800,360,1.0,15062
liveCardio/populated-800x360-font1.6.png,liveCardio,populated,800,360,1.6,16288
liveCardio/populated-800x360-font2.0.png,liveCardio,populated,800,360,2.0,16097
liveCardio/empty-360x640-font1.0.png,liveCardio,empty,360,640,1.0,12369
liveCardio/empty-360x640-font1.6.png,liveCardio,empty,360,640,1.6,16974
liveCardio/empty-360x640-font2.0.png,liveCardio,empty,360,640,2.0,19072
liveCardio/populated-360x640-font1.0.png,liveCardio,populated,360,640,1.0,27238
liveCardio/populated-360x640-font1.6.png,liveCardio,populated,360,640,1.6,37170
liveCardio/populated-360x640-font2.0.png,liveCardio,populated,360,640,2.0,41509
plan/empty-600x960-font1.0.png,plan,empty,600,960,1.0,41638
plan/empty-600x960-font1.6.png,plan,empty,600,960,1.6,66075
plan/empty-600x960-font2.0.png,plan,empty,600,960,2.0,81513
plan/populated-600x960-font1.0.png,plan,populated,600,960,1.0,32612
plan/populated-600x960-font1.6.png,plan,populated,600,960,1.6,48151
plan/populated-600x960-font2.0.png,plan,populated,600,960,2.0,56324
shell/first-run-600x960-font1.0.png,shell,first-run,600,960,1.0,33084
shell/first-run-600x960-font1.6.png,shell,first-run,600,960,1.6,45716
shell/first-run-600x960-font2.0.png,shell,first-run,600,960,2.0,54832
shell/home-600x960-font1.0.png,shell,home,600,960,1.0,33084
shell/home-600x960-font1.6.png,shell,home,600,960,1.6,45716
shell/home-600x960-font2.0.png,shell,home,600,960,2.0,54832
shell/first-run-800x360-font1.0.png,shell,first-run,800,360,1.0,27659
shell/first-run-800x360-font1.6.png,shell,first-run,800,360,1.6,31821
shell/first-run-800x360-font2.0.png,shell,first-run,800,360,2.0,32765
shell/home-800x360-font1.0.png,shell,home,800,360,1.0,27659
shell/home-800x360-font1.6.png,shell,home,800,360,1.6,31821
shell/home-800x360-font2.0.png,shell,home,800,360,2.0,32765
shell/first-run-360x640-font1.0.png,shell,first-run,360,640,1.0,29476
shell/first-run-360x640-font1.6.png,shell,first-run,360,640,1.6,44163
shell/first-run-360x640-font2.0.png,shell,first-run,360,640,2.0,49172
shell/home-360x640-font1.0.png,shell,home,360,640,1.0,29476
shell/home-360x640-font1.6.png,shell,home,360,640,1.6,44163
shell/home-360x640-font2.0.png,shell,home,360,640,2.0,49172
shell/first-run-412x915-font1.0.png,shell,first-run,412,915,1.0,31225
shell/first-run-412x915-font1.6.png,shell,first-run,412,915,1.6,45517
shell/first-run-412x915-font2.0.png,shell,first-run,412,915,2.0,53548
shell/home-412x915-font1.0.png,shell,home,412,915,1.0,31225
shell/home-412x915-font1.6.png,shell,home,412,915,1.6,45517
shell/home-412x915-font2.0.png,shell,home,412,915,2.0,53548
